SIU;LINHA;SUBLINHA;PC; Endereço do Ponto; Nº Imóvel;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23; Total geral ;X;Y
10065;503;1;1;ANTONIO ABRAHAO CARAM, AVE;853;;;;;;;3;;;;;;;;;;5;;;;;;;;8;607879.18;7803363.47
10065;5106;1;1;ANTONIO ABRAHAO CARAM, AVE;853;;;;;1;4;24;4;16;3;4;8;4;3;5;12;7;12;5;;2;2;;;116;607879.18;7803363.47
10065;64;1;1;ANTONIO ABRAHAO CARAM, AVE;853;;;;;;1;1;;;1;5;1;2;1;;6;3;;4;;;;;;25;607879.18;7803363.47
10065;64;3;1;ANTONIO ABRAHAO CARAM, AVE;853;;;;;;;;1;;;2;12;1;1;3;13;5;2;;;;;;;40;607879.18;7803363.47
10065;67;1;1;ANTONIO ABRAHAO CARAM, AVE;853;;;;;;1;1;1;3;;;;5;1;8;;9;3;1;;1;;2;;37;607879.18;7803363.47
10065;67;5;1;ANTONIO ABRAHAO CARAM, AVE;853;;;;;;;;;;;;;;;;2;;1;;;;;;;3;607879.18;7803363.47
10066;504;1;1;ANTONIO ABRAHAO CARAM, AVE;900;;;;;;;;;;;;;;;;1;1;1;1;1;;;;;6;607838.2;7803381.71
10066;506;2;1;ANTONIO ABRAHAO CARAM, AVE;900;;;;;;;;;;;1;;;;;;;;;;;;;;1;607838.2;7803381.71
10066;506;4;1;ANTONIO ABRAHAO CARAM, AVE;900;;;;;;;;;;;;;;;;;;;1;;;;;;1;607838.2;7803381.71
10066;5106;1;2;ANTONIO ABRAHAO CARAM, AVE;900;;;;;;;;;;;;;;;;;;;;2;;;;;2;607838.2;7803381.71
10066;64;1;1;ANTONIO ABRAHAO CARAM, AVE;900;;;;;;;;;;;;;;;;1;1;;;;;;;;2;607838.2;7803381.71
10066;67;1;1;ANTONIO ABRAHAO CARAM, AVE;900;;;;;;;;;;;;;;;;;1;2;;1;;;;;4;607838.2;7803381.71
10066;67;5;1;ANTONIO ABRAHAO CARAM, AVE;900;;;;;;;;;;;;;;;;;;1;;;;;;;1;607838.2;7803381.71
10067;504;1;1;ANTONIO ABRAHAO CARAM, AVE;1000;;;;;;;4;;;;;;;;;1;4;7;;;1;;;;17;607553.16;7803281.59
10067;504;2;1;ANTONIO ABRAHAO CARAM, AVE;1000;;;;;;;;;;;;;;;;;;;;;;1;;;1;607553.16;7803281.59
10067;506;1;1;ANTONIO ABRAHAO CARAM, AVE;1000;;;;;;;1;;2;;;;;;;;;;;;;;;;4;607553.16;7803281.59
10067;506;2;1;ANTONIO ABRAHAO CARAM, AVE;1000;;;;;;1;6;2;3;2;;2;;;;2;;;;;;;;;18;607553.16;7803281.59
10067;506;4;1;ANTONIO ABRAHAO CARAM, AVE;1000;;;;;;;;;;;;;;;;;;4;2;;;1;;;7;607553.16;7803281.59
10067;5106;1;2;ANTONIO ABRAHAO CARAM, AVE;1000;;;;;;;;3;;2;;;1;;1;1;;;;;;;;;7;607553.16;7803281.59
10067;64;1;1;ANTONIO ABRAHAO CARAM, AVE;1000;;;;;;;;;;;;;;1;1;2;;;1;;;;;;5;607553.16;7803281.59
10067;64;3;1;ANTONIO ABRAHAO CARAM, AVE;1000;;;;;;;;;;;;;;;;1;2;;;;;;;;3;607553.16;7803281.59
10067;67;1;1;ANTONIO ABRAHAO CARAM, AVE;1000;;;;;;;1;;;;;;;;;;;;;;;;;;1;607553.16;7803281.59
10068;5106;1;1;ANTONIO ABRAHAO CARAM, AVE;1001;;;;;;3;;6;5;;;3;;1;2;3;4;7;4;;;;;;38;607625.66;7803279.36
10073;4102;1;1;PRESIDENTE ANTONIO CARLOS, AVE;561;;1;;;;6;2;7;31;1;1;3;2;4;;1;1;5;4;3;2;1;;;77;610555.53;7798534.06
10073;4103;1;1;PRESIDENTE ANTONIO CARLOS, AVE;561;;;;;;1;4;;1;1;3;;;;;;3;;;;;;;;13;610555.53;7798534.06
10073;4103;6;1;PRESIDENTE ANTONIO CARLOS, AVE;561;;;;;1;;6;3;2;2;4;;2;;;;;1;3;1;;;;;25;610555.53;7798534.06
10073;4106;1;1;PRESIDENTE ANTONIO CARLOS, AVE;561;;;;;;;2;;2;;;1;3;;1;;1;;;;;;;;10;610555.53;7798534.06
10073;4205;1;1;PRESIDENTE ANTONIO CARLOS, AVE;561;;;;;;;1;1;1;;1;;1;2;;;1;1;1;;1;;;;12;610555.53;7798534.06
